id,data,produto,categoria,quantidade,pagamento,preco_unitario
2337,2023-09-09,Colete Reflexivo,Segurança e EPI,178.0,Pix,39.9
2338,2023-02-03,Capacete,Segurança e EPI,277.0,Carteira Digital,49.9
2339,2023-03-17,Botina,Segurança e EPI,331.0,Transferência Bancária,149.0
2340,2023-04-13,Parafusadeira,Ferramentas,228.0,Transferência Bancária,429.0
2341,2023-08-27,Pincel,Tintas e Acabamento,21.0,Carteira Digital,12.9
2342,2023-02-17,Luva de Proteção,Segurança e EPI,475.0,Pix,19.9
2343,2023-07-27,Bloco de Concreto,Construção e Estrutura,42.0,Crédito,6.0
2344,2023-09-02,Lixadeira,Ferramentas,454.0,Débito,389.0
2345,2023-01-09,Pá,Jardinagem,143.0,Débito,74.9
2346,2023-01-17,Bloco de Concreto,Construção e Estrutura,88.0,Pix,6.0
2347,2023-05-01,Sementes de Grama,Jardinagem,98.0,Dinheiro,19.9
2348,2023-08-19,Lixa,Tintas e Acabamento,150.0,Boleto,4.9
2349,2023-11-25,Tijolo,Construção e Estrutura,375.0,Crédito,2.0
2350,2023-08-16,Martelo,Ferramentas,75.0,Transferência Bancária,79.9
2351,2023-12-15,Botina,Segurança e EPI,173.0,Crédito,149.0
2352,2023-11-30,Telha Cerâmica,Construção e Estrutura,129.0,Débito,7.9
2353,2023-11-18,Válvula de Descarga,Hidráulica,38.0,Crédito,119.0
2354,2023-11-14,Extensão,Elétrica,481.0,Pix,39.9
2355,2023-09-14,Selador,Tintas e Acabamento,343.0,Crédito,99.9
2356,2023-09-06,,Elétrica,245.0,Débito,6.9
2357,2023-01-30,Lanterna,Elétrica,375.0,Crédito,59.9
2358,2023-01-17,Furadeira,Ferramentas,405.0,Carteira Digital,499.9
2359,2023-11-28,Bomba de água,Hidráulica,394.0,Pix,899.0
2360,2023-12-29,Bloco de Concreto,Construção e Estrutura,441.0,Carteira Digital,6.0
2361,2023-02-18,Registro de Água,Hidráulica,227.0,Transferência Bancária,54.9
2362,2023-10-17,Tesoura de Poda,Jardinagem,86.0,Crédito,59.9
2363,2023-02-22,Máscara Respiratória,,25.0,Boleto,29.9
2364,2023-08-22,Conexão T,Hidráulica,441.0,Transferência Bancária,7.9
2365,2023-03-26,Alicate,Ferramentas,215.0,Crédito,41.9
2366,2023-02-18,Máscara Respiratória,Segurança e EPI,143.0,Pix,29.9
2367,2023-12-08,Mangueira,Hidráulica,150.0,Débito,59.0
2368,2023-12-05,Tesoura de Poda,Jardinagem,496.0,Transferência Bancária,59.9
2369,2023-08-15,Mangueira,Hidráulica,69.0,Crédito,59.0
2370,2023-04-09,Óculos de Proteção,Segurança e EPI,474.0,Crédito,24.9
2371,2023-10-28,Selador,Tintas e Acabamento,412.0,Crédito,99.9
2372,2023-05-23,Pincel,Tintas e Acabamento,149.0,Dinheiro,12.9
2373,2023-09-29,Máscara Respiratória,Segurança e EPI,292.0,Transferência Bancária,29.9
2374,2023-04-30,Fio Elétrico,Elétrica,199.0,Dinheiro,3.5
2375,2023-05-16,Pilha,Elétrica,142.0,Pix,6.9
2376,2023-03-28,Adubo,Jardinagem,478.0,Dinheiro,49.9
2377,2023-06-08,,Ferramentas,488.0,Crédito,24.5
2378,2023-03-23,,Construção e Estrutura,181.0,Dinheiro,17.9
2379,2023-04-29,Selador,Tintas e Acabamento,298.0,Débito,99.9
2380,2023-06-01,Luva de Proteção,Segurança e EPI,479.0,Transferência Bancária,19.9
2381,2023-04-20,Cimento,Construção e Estrutura,246.0,Crédito,39.9
2382,2023-03-30,Trena,Ferramentas,199.0,Transferência Bancária,32.0
2383,2023-03-11,Adubo,Jardinagem,307.0,Dinheiro,49.9
2384,2023-03-27,Verniz,Tintas e Acabamento,172.0,Dinheiro,139.9
2385,2023-05-20,Pilha,Elétrica,109.0,Carteira Digital,6.9
2386,2023-02-26,Trena,Ferramentas,214.0,Débito,32.0
2387,2023-10-22,Capacete,Segurança e EPI,136.0,Transferência Bancária,49.9
2388,2023-03-11,Capacete,Segurança e EPI,389.0,Crédito,49.9
2389,2023-11-28,Tinta Acrílica,Tintas e Acabamento,460.0,Crédito,249.0
2390,2023-10-02,Trena,Ferramentas,191.0,Carteira Digital,32.0
2391,2023-08-18,Mangueira,Hidráulica,406.0,Carteira Digital,59.0
2392,2023-04-13,Botina,Segurança e EPI,336.0,Carteira Digital,149.0
2393,2023-03-05,Disjuntor,Elétrica,333.0,Pix,45.0
2394,2023-03-15,Botina,Segurança e EPI,131.0,Carteira Digital,149.0
2395,2023-03-17,Fio Elétrico,Elétrica,249.0,Crédito,3.5
2396,2023-09-25,Sementes de Grama,Jardinagem,109.0,Crédito,19.9
2397,2023-07-11,Pilha,Elétrica,407.0,Carteira Digital,6.9
2398,2023-03-12,Bomba de água,Hidráulica,490.0,Crédito,899.0
2399,2023-04-03,Argamassa,Construção e Estrutura,351.0,Transferência Bancária,24.9
2400,,Lâmpada LED,Elétrica,234.0,Transferência Bancária,14.9
2401,2023-04-20,Sementes de Grama,Jardinagem,361.0,Crédito,19.9
2402,2023-12-29,Adubo,Jardinagem,223.0,Crédito,49.9
2403,2023-07-27,Lâmpada LED,Elétrica,50.0,Carteira Digital,14.9
2404,2023-01-17,Conexão T,Hidráulica,136.0,Crédito,7.9
2405,2023-10-11,Registro de Água,Hidráulica,350.0,Carteira Digital,54.9
2406,2023-04-13,Extensão,Elétrica,255.0,Pix,39.9
2407,2023-01-27,Massa Corrida,Tintas e Acabamento,137.0,Débito,89.9
2408,2023-11-01,Óculos de Proteção,Segurança e EPI,272.0,Pix,24.9
2409,2023-01-22,Regador,Jardinagem,93.0,Carteira Digital,39.9
2410,2023-03-15,Areia,Construção e Estrutura,270.0,Boleto,14.9
2411,2023-01-18,Caixa de água,Hidráulica,155.0,Boleto,799.0
2412,2023-11-28,Tinta Acrílica,Tintas e Acabamento,,Dinheiro,249.0
2413,2023-05-13,Luva de Proteção,Segurança e EPI,476.0,Crédito,19.9
2414,2023-09-23,Válvula de Descarga,Hidráulica,46.0,Boleto,119.0
2415,2023-07-28,Mangueira,Hidráulica,86.0,Transferência Bancária,59.0
2416,2023-04-21,Máscara Respiratória,Segurança e EPI,492.0,Carteira Digital,29.9
2417,2023-10-14,Colete Reflexivo,Segurança e EPI,5.0,Débito,39.9
2418,2023-10-08,Tomada,Elétrica,376.0,Crédito,9.9
2419,2023-03-06,Bomba de água,Hidráulica,473.0,Débito,899.0
2420,2023-09-16,Telha Cerâmica,Construção e Estrutura,69.0,Boleto,7.9
2421,2023-02-27,Óculos de Proteção,Segurança e EPI,223.0,Carteira Digital,24.9
2422,2023-06-20,Tesoura de Poda,Jardinagem,489.0,Boleto,59.9
2423,2023-09-29,Tinta Esmalte,Tintas e Acabamento,219.0,Crédito,229.0
2424,2023-07-22,Enxada,Jardinagem,401.0,Débito,89.9
2425,2023-04-11,Verniz,Tintas e Acabamento,123.0,Transferência Bancária,139.9
2426,2023-10-21,Furadeira,Ferramentas,269.0,Dinheiro,499.9
2427,2023-01-20,Mangueira,Hidráulica,320.0,Pix,59.0
2428,2023-10-24,Tinta Esmalte,Tintas e Acabamento,289.0,Pix,229.0
2429,2023-05-19,Carrinho de Mão,Jardinagem,305.0,Boleto,359.0
2430,2023-12-29,Fio Elétrico,Elétrica,437.0,Transferência Bancária,3.5
2431,2023-05-30,Lâmpada LED,Elétrica,82.0,Transferência Bancária,14.9
2432,2023-08-29,Cano PVC,Hidráulica,128.0,Pix,29.9
2433,2023-01-30,Brita,Construção e Estrutura,395.0,Crédito,17.9
2434,2023-07-22,Botina,Segurança e EPI,62.0,Débito,149.0
2435,2023-05-30,Lixa,Tintas e Acabamento,35.0,Transferência Bancária,4.9
2436,2023-04-05,Cimento,Construção e Estrutura,32.0,Pix,39.9
2437,2023-10-04,Chave de Fenda,Ferramentas,376.0,Boleto,24.5
2438,2023-12-22,Tesoura de Poda,Jardinagem,393.0,Pix,59.9
2439,2023-11-23,Extensão,Elétrica,351.0,Dinheiro,39.9
2440,2023-07-28,Brita,Construção e Estrutura,74.0,Boleto,17.9
2441,2023-11-27,Martelo,Ferramentas,10.0,Crédito,79.9
2442,2023-08-05,Torneira,Hidráulica,58.0,Débito,79.0
2443,2023-11-23,Caixa de água,Hidráulica,96.0,Crédito,799.0
2444,2023-05-19,Enxada,Jardinagem,420.0,Transferência Bancária,89.9
2445,2023-01-04,Protetor Auricular,Segurança e EPI,446.0,Crédito,9.9
2446,2023-06-20,Selador,Tintas e Acabamento,320.0,Pix,99.9
2447,2023-08-23,Verniz,Tintas e Acabamento,117.0,Pix,139.9
2448,2023-11-11,Verga Metálica,Construção e Estrutura,9.0,Débito,119.0
2449,2023-02-22,Telha Cerâmica,Construção e Estrutura,427.0,Carteira Digital,7.9
2450,2023-04-26,Argamassa,Construção e Estrutura,297.0,Boleto,24.9
2451,2023-03-01,Regador,Jardinagem,417.0,Transferência Bancária,39.9
2452,2023-11-26,Chave de Fenda,Ferramentas,296.0,Pix,24.5
2453,2023-07-26,Tesoura de Poda,Jardinagem,338.0,Débito,59.9
2454,2023-04-08,Serrote,Ferramentas,43.0,Transferência Bancária,64.9
2455,2023-10-15,Selador,Tintas e Acabamento,132.0,Boleto,99.9
2456,2023-08-04,Trena,Ferramentas,498.0,Pix,32.0
2457,2023-04-19,Protetor Auricular,Segurança e EPI,171.0,Débito,9.9
2458,2023-06-04,Disjuntor,Elétrica,229.0,Boleto,45.0
2459,2023-04-21,Cano PVC,Hidráulica,31.0,Transferência Bancária,29.9
2460,2023-04-19,Tomada,Elétrica,66.0,Pix,9.9
2461,2023-06-01,Óculos de Proteção,Segurança e EPI,311.0,Pix,24.9
2462,2023-08-25,Bomba de água,Hidráulica,48.0,Débito,899.0
2463,2023-10-29,Cano PVC,Hidráulica,301.0,Crédito,29.9
2464,2023-04-30,Lixadeira,Ferramentas,436.0,Transferência Bancária,389.0
2465,2023-04-04,Tomada,Elétrica,41.0,Boleto,9.9
2466,2023-01-19,Parafusadeira,Ferramentas,208.0,Boleto,429.0
2467,2023-02-04,Rolo de Pintura,Tintas e Acabamento,466.0,Carteira Digital,24.9
2468,2023-09-10,Serrote,Ferramentas,50.0,Crédito,64.9
2469,2023-09-08,Extensão,Elétrica,,Crédito,39.9
2470,2023-05-25,Bomba de água,Hidráulica,,Dinheiro,899.0
2471,2023-07-07,Tinta Acrílica,Tintas e Acabamento,361.0,Transferência Bancária,249.0
2472,2023-05-15,Extensão,Elétrica,259.0,Crédito,39.9
2473,2023-12-18,Trena,Ferramentas,9.0,Débito,32.0
2474,,Alicate,Ferramentas,43.0,Transferência Bancária,41.9
2475,2023-06-02,Caixa de água,Hidráulica,42.0,Carteira Digital,799.0
2476,2023-01-09,Capacete,Segurança e EPI,403.0,Transferência Bancária,49.9
2477,2023-09-19,Enxada,Jardinagem,34.0,Pix,89.9
2478,2023-08-23,Colete Reflexivo,Segurança e EPI,233.0,Crédito,39.9
2479,2023-02-26,Lixadeira,Ferramentas,231.0,Transferência Bancária,389.0
2480,2023-05-29,Martelo,Ferramentas,342.0,Débito,79.9
2481,2023-03-13,Lixa,Tintas e Acabamento,280.0,Transferência Bancária,4.9
2482,2023-04-06,Pá,Jardinagem,168.0,Pix,74.9
2483,2023-03-08,Bomba de água,Hidráulica,42.0,Transferência Bancária,899.0
2484,2023-12-16,Massa Corrida,Tintas e Acabamento,450.0,Transferência Bancária,89.9
2485,2023-02-22,Regador,Jardinagem,252.0,Carteira Digital,39.9
2486,2023-02-08,Massa Corrida,Tintas e Acabamento,6.0,Boleto,89.9
2487,2023-07-11,Óculos de Proteção,Segurança e EPI,380.0,Transferência Bancária,24.9
2488,2023-12-18,Bloco de Concreto,Construção e Estrutura,81.0,Pix,6.0
2489,2023-07-01,Lanterna,Elétrica,407.0,Crédito,59.9
2490,2023-03-11,Parafusadeira,Ferramentas,446.0,Crédito,429.0
2491,2023-06-16,Capacete,Segurança e EPI,37.0,Boleto,49.9
2492,2023-10-15,Tomada,Elétrica,395.0,Crédito,9.9
2493,2023-12-12,Enxada,Jardinagem,,Transferência Bancária,89.9
2494,2023-07-02,Máscara Respiratória,Segurança e EPI,489.0,Débito,29.9
2495,2023-07-05,Luva de Proteção,Segurança e EPI,197.0,Carteira Digital,19.9
2496,2023-05-01,Telha Cerâmica,Construção e Estrutura,348.0,Carteira Digital,7.9
2497,2023-09-22,Enxada,Jardinagem,63.0,Pix,89.9
2498,2023-05-02,Brita,Construção e Estrutura,308.0,Carteira Digital,17.9
2499,2023-03-19,Adubo,Jardinagem,230.0,Dinheiro,49.9
2500,2023-10-12,Rolo de Pintura,Tintas e Acabamento,95.0,Pix,24.9
2501,2023-05-21,Tesoura de Poda,Jardinagem,96.0,Transferência Bancária,59.9
2502,2023-12-07,Pá,Jardinagem,169.0,Carteira Digital,74.9
2503,2023-04-01,Alicate,Ferramentas,407.0,Boleto,41.9
2504,2023-01-15,Tinta Esmalte,Tintas e Acabamento,431.0,Transferência Bancária,229.0
2505,2023-07-27,,Segurança e EPI,476.0,Crédito,49.9
2506,2023-08-05,Lanterna,Elétrica,318.0,Transferência Bancária,59.9
2507,2023-11-02,Pincel,Tintas e Acabamento,248.0,Pix,12.9
2508,2023-05-02,Mangueira Jardim,Jardinagem,382.0,Carteira Digital,69.9
2509,2023-09-03,Registro de Água,Hidráulica,355.0,Dinheiro,54.9
2510,2023-09-11,Tinta Acrílica,Tintas e Acabamento,236.0,Débito,249.0
2511,2023-03-07,Martelo,Ferramentas,201.0,Débito,79.9
2512,2023-11-13,Lixadeira,Ferramentas,373.0,,389.0
2513,2023-05-31,Verga Metálica,Construção e Estrutura,388.0,Crédito,119.0
2514,2023-11-16,Cimento,Construção e Estrutura,49.0,Pix,39.9
2515,2023-03-02,Rolo de Pintura,Tintas e Acabamento,287.0,Transferência Bancária,24.9
2516,2023-02-11,Torneira,Hidráulica,179.0,Crédito,79.0
2517,2023-07-16,Mangueira Jardim,Jardinagem,483.0,Transferência Bancária,69.9
2518,2023-06-25,Alicate,Ferramentas,168.0,Crédito,41.9
2519,2023-10-20,Furadeira,Ferramentas,433.0,Dinheiro,499.9
2520,2023-04-19,Tinta Acrílica,Tintas e Acabamento,184.0,Transferência Bancária,249.0
2521,2023-02-25,Brita,Construção e Estrutura,120.0,Carteira Digital,17.9
2522,2023-12-31,Chave de Fenda,Ferramentas,491.0,Boleto,24.5
2523,2023-11-27,Enxada,Jardinagem,176.0,Carteira Digital,89.9
2524,2023-12-24,Furadeira,Ferramentas,130.0,Crédito,499.9
2525,2023-01-24,Pilha,Elétrica,184.0,Transferência Bancária,6.9
2526,2023-08-29,Caixa de água,Hidráulica,207.0,Crédito,799.0
2527,2023-10-30,Telha Cerâmica,Construção e Estrutura,100.0,Pix,7.9
2528,2023-04-16,Conexão T,Hidráulica,33.0,Boleto,7.9
2529,2023-12-03,Adubo,Jardinagem,6.0,Pix,49.9
2530,2023-10-07,Serrote,Ferramentas,449.0,Transferência Bancária,64.9
2531,2023-10-15,Fio Elétrico,Elétrica,129.0,Carteira Digital,3.5
2532,2023-05-27,Mangueira Jardim,Jardinagem,118.0,Dinheiro,69.9
2533,2023-03-05,Adubo,Jardinagem,25.0,Boleto,49.9
2534,2023-01-30,Óculos de Proteção,Segurança e EPI,,Carteira Digital,24.9
2535,2023-01-06,Regador,Jardinagem,141.0,Pix,39.9
2536,2023-01-01,Adubo,Jardinagem,389.0,Pix,49.9
2537,2023-12-16,Cimento,Construção e Estrutura,69.0,Crédito,39.9
2538,2023-10-15,Rolo de Pintura,Tintas e Acabamento,432.0,Transferência Bancária,24.9
2539,2023-09-19,Verniz,Tintas e Acabamento,456.0,Débito,139.9
2540,2023-12-19,Caixa de água,Hidráulica,10.0,Carteira Digital,799.0
2541,2023-04-12,Máscara Respiratória,Segurança e EPI,339.0,Boleto,29.9
2542,2023-11-26,Interruptor,Elétrica,56.0,Dinheiro,12.9
2543,2023-08-27,Adubo,Jardinagem,327.0,Dinheiro,49.9
2544,2023-04-24,Bloco de Concreto,Construção e Estrutura,395.0,Pix,6.0
2545,2023-04-21,Rolo de Pintura,Tintas e Acabamento,483.0,Transferência Bancária,24.9
2546,2023-07-07,Pilha,Elétrica,36.0,Crédito,6.9
2547,2023-01-29,Bomba de água,Hidráulica,209.0,Débito,899.0
2548,2023-10-24,Argamassa,Construção e Estrutura,109.0,Transferência Bancária,24.9
2549,2023-08-27,Protetor Auricular,Segurança e EPI,186.0,Transferência Bancária,9.9
2550,2023-01-26,Caixa de água,Hidráulica,394.0,Boleto,799.0
2551,2023-04-17,Furadeira,Ferramentas,151.0,Carteira Digital,499.9
2552,2023-10-26,Adubo,Jardinagem,396.0,Pix,49.9
2553,2023-10-06,Pilha,Elétrica,465.0,Pix,6.9
2554,2023-12-12,Cano PVC,Hidráulica,395.0,Pix,29.9
2555,2023-12-09,Bomba de água,Hidráulica,26.0,Débito,899.0
2556,2023-05-02,Caixa de água,Hidráulica,43.0,Débito,799.0
2557,2023-02-11,Luva de Proteção,Segurança e EPI,124.0,Carteira Digital,19.9
2558,2023-09-13,Mangueira,Hidráulica,101.0,Carteira Digital,59.0
2559,2023-10-30,Colete Reflexivo,Segurança e EPI,255.0,Transferência Bancária,39.9
2560,2023-09-21,Colete Reflexivo,Segurança e EPI,274.0,Débito,39.9
2561,2023-11-04,Luva de Proteção,Segurança e EPI,4.0,Crédito,19.9
2562,2023-03-18,Parafusadeira,Ferramentas,72.0,Boleto,429.0
2563,2023-01-22,Colete Reflexivo,Segurança e EPI,403.0,Transferência Bancária,39.9
2564,2023-11-22,Argamassa,Construção e Estrutura,228.0,Boleto,24.9
2565,2023-06-27,Caixa de água,Hidráulica,280.0,Transferência Bancária,799.0
2566,2023-01-03,Pincel,Tintas e Acabamento,461.0,Débito,12.9
2567,2023-03-18,Protetor Auricular,Segurança e EPI,160.0,Carteira Digital,9.9
2568,2023-12-01,Pá,Jardinagem,92.0,Crédito,74.9
2569,2023-12-13,Mangueira Jardim,Jardinagem,500.0,Pix,69.9
2570,2023-07-13,Tomada,Elétrica,30.0,Dinheiro,9.9
2571,2023-02-12,Pincel,Tintas e Acabamento,412.0,Transferência Bancária,12.9
2572,2023-07-07,Furadeira,Ferramentas,436.0,Carteira Digital,499.9
2573,2023-08-19,Cimento,Construção e Estrutura,15.0,Boleto,39.9
2574,2023-09-13,Verniz,Tintas e Acabamento,310.0,Crédito,139.9
2575,2023-12-28,Lâmpada LED,Elétrica,145.0,Dinheiro,14.9
2576,2023-10-29,Argamassa,Construção e Estrutura,116.0,Boleto,24.9
2577,2023-01-05,Carrinho de Mão,Jardinagem,392.0,Dinheiro,359.0
2578,2023-12-08,Colete Reflexivo,Segurança e EPI,360.0,Crédito,39.9
2579,2023-09-16,Verga Metálica,Construção e Estrutura,232.0,Crédito,119.0
2580,2023-06-14,Martelo,Ferramentas,110.0,Dinheiro,79.9
2581,2023-10-09,Selador,Tintas e Acabamento,173.0,Carteira Digital,99.9
2582,2023-02-19,Capacete,Segurança e EPI,409.0,Pix,49.9
2583,2023-11-11,Lanterna,Elétrica,263.0,Dinheiro,59.9
2584,2023-02-06,Alicate,Ferramentas,437.0,Crédito,41.9
2585,2023-11-26,Mangueira,Hidráulica,108.0,Transferência Bancária,59.0
2586,2023-03-14,Tomada,Elétrica,328.0,Débito,9.9
2587,2023-04-19,Registro de Água,Hidráulica,261.0,Crédito,54.9
2588,2023-08-25,Torneira,Hidráulica,243.0,Crédito,79.0
2589,2023-01-14,Lixadeira,Ferramentas,136.0,Transferência Bancária,389.0
2590,2023-10-25,Massa Corrida,Tintas e Acabamento,285.0,Pix,89.9
2591,2023-09-07,Pilha,Elétrica,204.0,Crédito,6.9
2592,2023-04-20,Parafusadeira,Ferramentas,225.0,Transferência Bancária,429.0
2593,2023-06-02,Torneira,Hidráulica,244.0,Crédito,79.0
2594,2023-02-24,Tinta Esmalte,Tintas e Acabamento,314.0,Débito,229.0
2595,2023-06-29,Argamassa,Construção e Estrutura,218.0,Transferência Bancária,24.9
2596,2023-02-02,Lixadeira,Ferramentas,347.0,Transferência Bancária,389.0
2597,2023-04-08,Parafusadeira,Ferramentas,481.0,Carteira Digital,429.0
2598,2023-05-02,Conexão T,Hidráulica,378.0,Boleto,7.9
2599,2023-11-09,Martelo,Ferramentas,81.0,Carteira Digital,79.9
2600,2023-10-16,Serrote,Ferramentas,336.0,Boleto,64.9
2601,2023-02-10,Tesoura de Poda,Jardinagem,180.0,Transferência Bancária,59.9
2602,2023-10-31,Brita,Construção e Estrutura,227.0,Débito,17.9
2603,2023-08-01,Botina,Segurança e EPI,477.0,Débito,149.0
2604,2023-10-04,Disjuntor,Elétrica,338.0,Débito,45.0
2605,2023-10-17,Protetor Auricular,Segurança e EPI,378.0,Transferência Bancária,9.9
2606,2023-01-08,Trena,Ferramentas,184.0,Boleto,32.0
2607,2023-11-19,Furadeira,Ferramentas,40.0,Carteira Digital,499.9
2608,2023-09-03,Trena,Ferramentas,366.0,Pix,32.0
2609,2023-06-05,Alicate,Ferramentas,371.0,Boleto,41.9
2610,2023-06-28,Tijolo,Construção e Estrutura,361.0,Carteira Digital,2.0
2611,2023-10-26,Cano PVC,Hidráulica,120.0,Débito,29.9
2612,2023-08-03,Tinta Esmalte,Tintas e Acabamento,199.0,Transferência Bancária,229.0
2613,2023-06-11,Selador,Tintas e Acabamento,13.0,Transferência Bancária,99.9
2614,2023-05-14,Tesoura de Poda,Jardinagem,150.0,Transferência Bancária,59.9
2615,2023-08-30,Martelo,Ferramentas,230.0,Carteira Digital,79.9
2616,2023-09-13,Máscara Respiratória,Segurança e EPI,325.0,Carteira Digital,29.9
2617,2023-03-20,Capacete,Segurança e EPI,66.0,Crédito,49.9
2618,2023-01-07,Caixa de água,Hidráulica,468.0,Crédito,799.0
2619,2023-07-03,Bloco de Concreto,,132.0,Pix,6.0
2620,2023-01-08,Mangueira Jardim,Jardinagem,461.0,Carteira Digital,69.9
2621,2023-05-02,Luva de Proteção,Segurança e EPI,210.0,Boleto,19.9
2622,2023-04-25,Bomba de água,Hidráulica,136.0,Crédito,899.0
2623,2023-09-16,Lixadeira,Ferramentas,371.0,Boleto,389.0
2624,2023-03-05,,Jardinagem,392.0,Carteira Digital,69.9
2625,2023-06-18,Colete Reflexivo,Segurança e EPI,486.0,Boleto,39.9
2626,2023-04-02,Tinta Esmalte,Tintas e Acabamento,373.0,Dinheiro,229.0
2627,2023-10-31,,Ferramentas,51.0,Boleto,32.0
2628,2023-12-09,Registro de Água,Hidráulica,415.0,Pix,54.9
2629,2023-04-06,Tomada,Elétrica,135.0,Débito,9.9
2630,2023-08-31,Pincel,Tintas e Acabamento,212.0,Transferência Bancária,12.9
2631,2023-06-09,Areia,Construção e Estrutura,177.0,Crédito,14.9
2632,2023-01-01,Mangueira Jardim,Jardinagem,68.0,Crédito,69.9
2633,2023-10-07,Parafusadeira,Ferramentas,286.0,Pix,429.0
2634,2023-07-10,Mangueira Jardim,Jardinagem,128.0,Dinheiro,69.9
2635,2023-12-24,Interruptor,Elétrica,116.0,Dinheiro,12.9
2636,2023-07-21,Luva de Proteção,Segurança e EPI,37.0,Carteira Digital,19.9
2637,2023-11-29,Tijolo,Construção e Estrutura,183.0,Boleto,2.0
2638,2023-12-06,Massa Corrida,,394.0,Crédito,89.9
2639,2023-05-16,Tinta Acrílica,Tintas e Acabamento,71.0,Pix,249.0
2640,2023-01-28,Rolo de Pintura,Tintas e Acabamento,97.0,Débito,24.9
2641,2023-02-25,Botina,Segurança e EPI,84.0,Transferência Bancária,149.0
2642,2023-03-16,Lanterna,Elétrica,482.0,Pix,59.9
2643,2023-08-18,Bloco de Concreto,Construção e Estrutura,294.0,Pix,6.0
2644,2023-10-28,Massa Corrida,Tintas e Acabamento,468.0,Pix,89.9
2645,2023-01-24,Tinta Esmalte,Tintas e Acabamento,56.0,Dinheiro,229.0
2646,2023-10-15,Torneira,Hidráulica,346.0,Crédito,79.0
2647,2023-02-18,Válvula de Descarga,Hidráulica,261.0,Boleto,119.0
2648,2023-03-29,Lixadeira,,15.0,Transferência Bancária,389.0
2649,2023-03-02,Bomba de água,Hidráulica,479.0,Transferência Bancária,899.0
2650,2023-12-04,Adubo,Jardinagem,394.0,Dinheiro,49.9
2651,2023-03-06,Brita,Construção e Estrutura,205.0,Dinheiro,17.9
2652,2023-12-09,Lixa,Tintas e Acabamento,54.0,Débito,4.9
2653,2023-03-21,Lixadeira,Ferramentas,223.0,Boleto,389.0
2654,2023-07-26,Registro de Água,Hidráulica,411.0,Carteira Digital,54.9
2655,2023-05-22,Interruptor,Elétrica,260.0,Carteira Digital,12.9
2656,2023-02-04,Torneira,Hidráulica,170.0,Boleto,79.0
2657,2023-09-28,Telha Cerâmica,Construção e Estrutura,500.0,Boleto,7.9
2658,2023-05-20,Caixa de água,Hidráulica,403.0,Crédito,799.0
2659,2023-10-31,Capacete,Segurança e EPI,340.0,Boleto,49.9
2660,2023-09-21,Adubo,Jardinagem,484.0,Débito,49.9
2661,2023-01-15,Furadeira,Ferramentas,471.0,Carteira Digital,499.9
2662,2023-03-29,Disjuntor,Elétrica,256.0,Transferência Bancária,45.0
2663,2023-10-29,Furadeira,Ferramentas,109.0,Crédito,499.9
2664,2023-12-27,Lixadeira,Ferramentas,363.0,Transferência Bancária,389.0
2665,2023-07-02,Bomba de água,Hidráulica,424.0,Boleto,899.0
2666,2023-04-20,Pilha,Elétrica,387.0,Boleto,6.9
2667,2023-11-29,Tinta Acrílica,Tintas e Acabamento,93.0,Boleto,249.0
2668,2023-02-21,Adubo,Jardinagem,298.0,Dinheiro,49.9
2669,2023-02-05,Cano PVC,Hidráulica,80.0,Dinheiro,29.9
2670,2023-09-13,Massa Corrida,Tintas e Acabamento,112.0,Crédito,89.9
2671,2023-07-10,Interruptor,Elétrica,370.0,Carteira Digital,12.9
2672,2023-05-07,Cano PVC,Hidráulica,474.0,Débito,29.9
2673,2023-07-05,Brita,Construção e Estrutura,205.0,Transferência Bancária,17.9
2674,2023-08-24,Parafusadeira,Ferramentas,57.0,Transferência Bancária,429.0
2675,2023-09-20,Telha Cerâmica,Construção e Estrutura,311.0,Pix,7.9
2676,2023-03-07,Luva de Proteção,Segurança e EPI,136.0,Pix,19.9
2677,2023-12-07,Conexão T,Hidráulica,375.0,Débito,7.9
2678,2023-09-15,Verga Metálica,Construção e Estrutura,189.0,Crédito,119.0
2679,2023-08-19,Disjuntor,Elétrica,361.0,Dinheiro,45.0
2680,2023-11-03,Chave de Fenda,Ferramentas,33.0,Débito,24.5
2681,2023-03-02,Regador,Jardinagem,189.0,Pix,39.9
2682,2023-10-25,Telha Cerâmica,Construção e Estrutura,417.0,Crédito,7.9
2683,2023-05-27,Martelo,Ferramentas,118.0,Crédito,79.9
2684,2023-06-25,Chave de Fenda,Ferramentas,76.0,Pix,24.5
2685,2023-03-06,Mangueira Jardim,Jardinagem,19.0,Boleto,69.9
2686,2023-08-07,Cimento,Construção e Estrutura,435.0,Pix,39.9
2687,2023-07-11,Caixa de água,Hidráulica,346.0,Carteira Digital,799.0
2688,2023-07-26,Pilha,Elétrica,53.0,Transferência Bancária,6.9
2689,2023-09-28,Bomba de água,,352.0,Transferência Bancária,899.0
2690,2023-10-08,Caixa de água,Hidráulica,369.0,Débito,799.0
2691,2023-10-13,Serrote,Ferramentas,483.0,Crédito,64.9
2692,2023-10-19,Areia,Construção e Estrutura,470.0,Crédito,14.9
2693,2023-03-29,Protetor Auricular,Segurança e EPI,190.0,Pix,9.9
2694,2023-04-11,Protetor Auricular,Segurança e EPI,14.0,Dinheiro,9.9
2695,2023-10-16,Mangueira Jardim,Jardinagem,116.0,Boleto,69.9
2696,2023-10-05,Cimento,Construção e Estrutura,149.0,Débito,39.9
