ID,Data,Produto,Categoria,Quantidade,Preço,Pagamento
1217,2023-08-10,Impressora,Periféricos,2.0,3162.12,
1218,2023-10-16,Fone de Ouvido,Móveis de Escritório,3.0,810.64,Crédito
1219,2023-12-04,Notebook,Móveis de Escritório,9.0,4025.71,Pix
1220,2023-04-03,Notebook,Periféricos,7.0,1881.64,Crédito
1221,2023-10-18,Teclado,Acessórios,,4059.43,Débito
1222,2023-05-07,Notebook,Periféricos,3.0,2544.66,Boleto
1223,2023-10-20,Cadeira Gamer,Periféricos,1.0,1985.87,Dinheiro
1224,2023-04-25,Monitor,Acessórios,,3544.67,Débito
1225,2023-04-19,Fone de Ouvido,Informática,7.0,3533.9,Boleto
1226,2023-07-07,Notebook,Móveis de Escritório,2.0,1351.85,Crédito
1227,2023-08-07,Mouse,Acessórios,9.0,87.36,Pix
1228,2023-09-24,Smartphone,Móveis de Escritório,,471.22,Dinheiro
1229,2023-06-27,Smartphone,Móveis de Escritório,4.0,2782.67,Débito
1230,2023-11-30,Teclado,Acessórios,2.0,4960.07,
1231,2023-12-23,Fone de Ouvido,Periféricos,1.0,3923.38,Pix
1232,2023-02-22,,Periféricos,6.0,3175.21,Pix
1233,2023-05-05,Fone de Ouvido,Periféricos,1.0,2714.9,Dinheiro
1234,2023-12-20,Cadeira Gamer,Periféricos,6.0,4256.52,Pix
1235,2023-06-02,,Informática,2.0,2725.33,Boleto
1236,2023-11-19,Mouse,Informática,5.0,821.65,Boleto
1237,2023-06-06,Monitor,Informática,5.0,4790.17,Crédito
1238,2023-08-21,Mouse,Móveis de Escritório,8.0,3304.06,Boleto
1239,2023-06-05,Monitor,Acessórios,8.0,2126.68,Dinheiro
1240,2023-01-04,Impressora,Acessórios,7.0,1263.35,Crédito
1241,2023-05-06,Teclado,Informática,4.0,2109.28,Pix
1242,2023-11-25,Impressora,Periféricos,5.0,4311.74,Crédito
1243,2023-02-17,Smartphone,Periféricos,4.0,1475.94,Pix
1244,2023-10-01,Impressora,Móveis de Escritório,9.0,495.39,Pix
1245,2023-10-10,Smartphone,Acessórios,7.0,1430.82,Dinheiro
1246,2023-11-20,Mouse,Informática,3.0,4563.66,Boleto
1247,2023-12-12,Smartphone,Informática,4.0,4385.27,Boleto
1248,2023-03-03,Cadeira Gamer,Móveis de Escritório,4.0,3264.36,Dinheiro
1249,2023-09-01,Smartphone,Informática,8.0,325.22,Pix
1250,2023-02-24,,Móveis de Escritório,8.0,2975.17,Dinheiro
1251,2023-10-08,Teclado,Acessórios,8.0,3483.71,Débito
1252,2023-11-19,Mouse,Informática,9.0,4244.21,Débito
1253,2023-09-27,Teclado,Móveis de Escritório,8.0,424.7,Pix
1254,2023-11-11,Mouse,Informática,2.0,1941.42,Boleto
1255,2023-05-09,Teclado,Informática,6.0,4367.76,Pix
1256,2023-07-20,Monitor,Informática,4.0,4995.18,Boleto
1257,2023-01-30,Mouse,Informática,3.0,973.66,Boleto
1258,2023-11-30,Smartphone,Informática,3.0,108.81,Boleto
1259,2023-05-25,Monitor,Periféricos,6.0,1249.96,Débito
1260,2023-03-19,Notebook,,5.0,1055.92,
1261,2023-01-29,Cadeira Gamer,Periféricos,7.0,2352.06,Crédito
1262,2023-05-18,Impressora,,3.0,1568.03,Dinheiro
1263,2023-05-24,Impressora,Acessórios,3.0,3867.54,
1264,,Smartphone,Acessórios,9.0,3639.41,Dinheiro
1265,2023-03-28,Teclado,Móveis de Escritório,6.0,3186.02,Pix
1266,2023-12-15,Mouse,Acessórios,5.0,69.4,Débito
1267,,Mouse,Móveis de Escritório,1.0,4643.34,Crédito
1268,2023-10-15,Cadeira Gamer,Acessórios,,1212.05,Débito
1269,2023-06-17,Impressora,Informática,6.0,1385.51,Débito
1270,2023-07-26,Fone de Ouvido,Periféricos,2.0,1833.59,Crédito
1271,2023-11-18,Monitor,Informática,4.0,4615.71,Débito
1272,2023-09-06,Teclado,Acessórios,6.0,4138.57,Débito
1273,2023-09-05,Monitor,Periféricos,,340.62,Pix
1274,2023-01-15,Notebook,Informática,9.0,2352.27,
1275,2023-05-03,Cadeira Gamer,Acessórios,5.0,209.63,Crédito
1276,2023-01-07,Cadeira Gamer,Informática,3.0,775.43,Dinheiro
1277,2023-05-20,Cadeira Gamer,,5.0,1267.51,Crédito
1278,2023-04-19,Impressora,Acessórios,2.0,3141.19,Boleto
1279,2023-06-26,Fone de Ouvido,Periféricos,4.0,2760.89,Boleto
1280,2023-10-08,Smartphone,Móveis de Escritório,1.0,,Dinheiro
1281,2023-02-22,Cadeira Gamer,Informática,6.0,4617.82,Dinheiro
1282,2023-03-20,Teclado,Acessórios,7.0,2423.13,
1283,2023-09-05,Mouse,Periféricos,2.0,3012.14,Crédito
1284,2023-04-10,,Acessórios,2.0,2506.23,Crédito
1285,2023-09-03,Impressora,Móveis de Escritório,2.0,3295.99,Débito
1286,2023-05-04,Smartphone,Informática,2.0,2170.45,Pix
1287,2023-03-10,Mouse,Informática,7.0,4794.21,Dinheiro
1288,2023-01-03,Teclado,Periféricos,2.0,819.42,Dinheiro
1289,2023-12-02,Notebook,Móveis de Escritório,8.0,2933.56,Boleto
1290,2023-02-24,,Acessórios,3.0,3490.45,Débito
1291,,Smartphone,Informática,5.0,389.54,Boleto
1292,2023-12-29,Monitor,Móveis de Escritório,1.0,1915.97,Pix
1293,2023-08-15,Teclado,Acessórios,6.0,972.29,Pix
1294,2023-02-21,Mouse,Periféricos,7.0,2662.45,Boleto
1295,2023-03-22,Teclado,Acessórios,8.0,3933.14,Crédito
1296,2023-09-16,Impressora,,4.0,4155.2,Dinheiro
1297,2023-06-12,Monitor,Móveis de Escritório,3.0,1371.14,Débito
1298,2023-11-04,Smartphone,Informática,,2760.38,Boleto
1299,2023-03-01,Impressora,Periféricos,4.0,2741.75,Crédito
1300,2023-12-10,Impressora,Informática,8.0,2569.95,Pix
1301,2023-04-12,Cadeira Gamer,Acessórios,6.0,4625.66,Pix
1302,2023-03-21,Smartphone,Móveis de Escritório,1.0,3894.67,
1303,2023-12-31,Smartphone,Periféricos,1.0,207.79,Dinheiro
1304,2023-10-12,,Periféricos,8.0,,Crédito
1305,2023-10-01,Mouse,Móveis de Escritório,7.0,4378.83,Crédito
1306,2023-08-31,Impressora,Periféricos,2.0,3779.51,Crédito
1307,2023-09-13,Fone de Ouvido,Informática,3.0,4089.86,
1308,2023-02-28,Mouse,Acessórios,7.0,,Débito
1309,2023-03-31,Mouse,Móveis de Escritório,4.0,4387.33,Dinheiro
1310,2023-03-21,Impressora,Acessórios,7.0,1688.43,Débito
1311,2023-02-25,Fone de Ouvido,Informática,7.0,569.38,Boleto
1312,2023-07-12,Impressora,Móveis de Escritório,2.0,4114.67,Pix
1313,2023-02-25,Impressora,Informática,3.0,99.23,Débito
1314,2023-10-03,Teclado,Informática,2.0,1561.29,Dinheiro
1315,2023-05-15,Cadeira Gamer,Informática,7.0,3269.28,Dinheiro
1316,2023-05-13,Monitor,Móveis de Escritório,9.0,1305.69,Boleto
1317,2023-04-30,,Acessórios,8.0,3245.52,Dinheiro
1318,2023-05-21,Teclado,Acessórios,8.0,4779.85,Dinheiro
1319,2023-10-30,Fone de Ouvido,Informática,5.0,2121.97,Pix
1320,2023-07-01,Cadeira Gamer,Acessórios,2.0,2125.47,Dinheiro
1321,2023-01-27,Impressora,Informática,1.0,1174.9,Crédito
1322,2023-10-24,Notebook,Informática,6.0,2688.48,Boleto
1323,2023-10-16,,Periféricos,5.0,1525.01,Dinheiro
1324,2023-07-22,Monitor,Acessórios,1.0,575.56,Dinheiro
1325,,Cadeira Gamer,Periféricos,,,Débito
1326,2023-04-08,Cadeira Gamer,Acessórios,8.0,2176.29,Boleto
1327,2023-02-03,Cadeira Gamer,Periféricos,5.0,816.35,Pix
1328,2023-07-27,Mouse,Móveis de Escritório,4.0,2699.21,Dinheiro
1329,,Cadeira Gamer,Móveis de Escritório,6.0,,
1330,,Cadeira Gamer,Acessórios,6.0,2645.61,Débito
1331,2023-09-09,Monitor,Periféricos,7.0,4361.98,Dinheiro
1332,2023-09-06,Notebook,Acessórios,6.0,2317.59,Boleto
1333,2023-10-27,Monitor,Móveis de Escritório,8.0,2040.38,Crédito
1334,2023-11-03,Impressora,Móveis de Escritório,4.0,771.63,Crédito
1335,2023-02-23,Mouse,Informática,4.0,,Dinheiro
1336,,,Informática,3.0,2294.99,Boleto
1337,2023-11-22,Teclado,Informática,7.0,1359.27,Débito
1338,2023-08-28,Cadeira Gamer,Móveis de Escritório,6.0,1175.3,Débito
1339,2023-01-08,Impressora,Periféricos,9.0,491.66,Pix
1340,2023-03-07,Fone de Ouvido,Acessórios,9.0,2786.16,Boleto
1341,2023-07-26,Notebook,Periféricos,9.0,920.11,Débito
1342,2023-02-06,Notebook,Periféricos,6.0,1831.83,Dinheiro
1343,2023-03-10,Impressora,Acessórios,7.0,2390.09,Dinheiro
1344,2023-10-12,,Móveis de Escritório,6.0,619.52,Pix
1345,,Monitor,Acessórios,9.0,557.14,Dinheiro
1346,2023-04-12,Notebook,Acessórios,,158.42,Crédito
1347,2023-01-02,Monitor,Informática,8.0,1621.09,Pix
1348,2023-12-09,Smartphone,Móveis de Escritório,4.0,3801.89,Crédito
1349,2023-01-30,Mouse,,3.0,1236.2,Pix
1350,2023-01-05,Notebook,Informática,3.0,4548.34,Pix
1351,2023-04-04,Notebook,Periféricos,9.0,2941.19,Dinheiro
1352,2023-01-19,Monitor,Acessórios,8.0,784.36,Crédito
1353,2023-07-08,Notebook,Periféricos,9.0,2712.4,Pix
1354,2023-02-13,Teclado,,5.0,4955.97,Débito
1355,2023-11-05,Cadeira Gamer,Periféricos,5.0,3851.96,Débito
1356,2023-10-13,Smartphone,Móveis de Escritório,6.0,2155.09,Boleto
1357,2023-04-08,,Móveis de Escritório,7.0,1728.64,Pix
1358,2023-12-07,Notebook,Informática,5.0,1163.76,Crédito
1359,2023-01-18,Notebook,Informática,6.0,3786.28,Crédito
1360,2023-11-16,Smartphone,Móveis de Escritório,7.0,1111.77,Dinheiro
1361,2023-04-13,Notebook,Móveis de Escritório,3.0,50.51,Crédito
1362,2023-02-14,Teclado,Periféricos,6.0,80.14,Débito
1363,2023-11-21,Smartphone,Móveis de Escritório,8.0,52.09,Boleto
1364,2023-06-22,Cadeira Gamer,Móveis de Escritório,1.0,3040.04,Crédito
1365,2023-08-05,Monitor,Móveis de Escritório,4.0,2892.59,Débito
1366,2023-12-27,Smartphone,Periféricos,7.0,2780.83,Débito
1367,2023-01-11,Notebook,Informática,8.0,4775.71,Débito
1368,2023-02-28,Mouse,Móveis de Escritório,1.0,2385.65,Pix
1369,2023-12-19,Monitor,Periféricos,6.0,696.03,Débito
1370,2023-08-09,Fone de Ouvido,Informática,9.0,356.69,Boleto
1371,2023-06-12,Cadeira Gamer,Acessórios,2.0,1685.45,Pix
1372,2023-06-27,Notebook,Acessórios,6.0,942.18,Pix
1373,,Notebook,Acessórios,2.0,3474.58,Dinheiro
1374,2023-07-21,Teclado,Periféricos,8.0,4269.15,Pix
1375,2023-11-25,Teclado,,6.0,1566.98,Débito
1376,2023-03-18,Smartphone,Informática,5.0,1535.76,Dinheiro
1377,2023-07-19,Smartphone,Informática,6.0,3915.07,Dinheiro
1378,2023-06-01,Mouse,Móveis de Escritório,5.0,2394.46,Boleto
1379,2023-11-01,Mouse,Periféricos,4.0,3450.67,Boleto
1380,2023-07-19,Fone de Ouvido,Acessórios,7.0,3562.17,Dinheiro
1381,2023-02-20,Smartphone,Móveis de Escritório,8.0,4044.86,Pix
1382,2023-08-09,,Periféricos,1.0,1464.58,Pix
1383,2023-09-24,Cadeira Gamer,Móveis de Escritório,4.0,3361.54,Pix
1384,2023-09-13,Fone de Ouvido,Móveis de Escritório,,3186.73,
1385,2023-10-25,Mouse,Informática,6.0,2138.32,Pix
1386,2023-05-10,Teclado,Periféricos,,1299.39,Boleto
1387,2023-05-27,Monitor,Móveis de Escritório,4.0,470.69,Dinheiro
1388,2023-03-30,Impressora,Móveis de Escritório,4.0,423.13,Dinheiro
1389,2023-07-16,Teclado,Periféricos,7.0,1591.15,Débito
1390,2023-05-29,Cadeira Gamer,Acessórios,1.0,912.11,Débito
1391,2023-04-29,,Móveis de Escritório,8.0,332.77,Pix
1392,2023-04-18,Smartphone,Informática,1.0,945.77,Dinheiro
1393,2023-08-14,Notebook,Móveis de Escritório,9.0,2019.15,Débito
1394,2023-09-05,Teclado,,7.0,,Boleto
1395,2023-05-19,Mouse,Informática,3.0,4324.51,Boleto
1396,2023-09-26,Notebook,Acessórios,2.0,,Débito
1397,2023-04-20,Teclado,Periféricos,6.0,2147.2,Débito
1398,2023-10-29,Teclado,Acessórios,9.0,2547.92,Crédito
1399,2023-09-17,Cadeira Gamer,Móveis de Escritório,9.0,3118.87,Boleto
1400,2023-01-01,Impressora,Informática,3.0,1077.28,Pix
1401,2023-10-31,Smartphone,Periféricos,6.0,1042.83,Pix
1402,2023-02-22,Mouse,Informática,3.0,4896.84,Débito
1403,2023-04-18,Smartphone,Móveis de Escritório,3.0,3979.73,Pix
1404,2023-06-05,Monitor,Periféricos,7.0,3176.51,
1405,2023-01-05,Smartphone,Acessórios,8.0,3822.89,
1406,2023-07-16,Teclado,Informática,9.0,4236.35,Pix
1407,2023-01-28,Cadeira Gamer,Móveis de Escritório,1.0,885.48,Pix
1408,2023-09-17,Impressora,Informática,8.0,1924.94,Crédito
1409,2023-12-12,Smartphone,Acessórios,1.0,2658.13,Boleto
1410,2023-11-05,Fone de Ouvido,Móveis de Escritório,3.0,4417.26,Pix
1411,2023-10-03,Smartphone,Informática,6.0,4812.35,Pix
1412,2023-12-09,Impressora,Periféricos,6.0,374.19,Boleto
1413,2023-12-12,Impressora,Móveis de Escritório,7.0,3907.81,Débito
1414,2023-09-16,Notebook,Periféricos,7.0,4753.97,Dinheiro
1415,2023-02-09,Notebook,Acessórios,4.0,3374.97,Boleto
1416,2023-05-03,Smartphone,Móveis de Escritório,7.0,4716.38,Crédito
1417,2023-12-02,Mouse,Móveis de Escritório,5.0,1777.73,Boleto
1418,2023-08-05,Teclado,Periféricos,3.0,4991.11,Crédito
1419,2023-11-12,Impressora,Periféricos,1.0,,Boleto
1420,,Cadeira Gamer,Periféricos,3.0,1978.11,
1421,2023-08-10,Mouse,Informática,5.0,1153.58,Pix
1422,2023-02-03,Notebook,Informática,8.0,2314.4,Boleto
1423,2023-09-03,Impressora,,4.0,1431.14,Boleto
1424,2023-12-11,Smartphone,Informática,2.0,1235.62,Débito
1425,2023-11-22,Impressora,Acessórios,4.0,3797.21,Pix
1426,2023-09-30,,Móveis de Escritório,8.0,2042.14,Débito
1427,2023-08-11,Cadeira Gamer,Móveis de Escritório,9.0,838.61,Débito
1428,2023-02-08,Teclado,Móveis de Escritório,6.0,3344.69,Crédito
1429,2023-03-03,Mouse,Acessórios,2.0,3729.44,Boleto
1430,2023-10-02,Notebook,Móveis de Escritório,7.0,3722.82,Dinheiro
1431,2023-03-13,,Informática,6.0,1241.11,Boleto
1432,2023-12-10,Teclado,Móveis de Escritório,2.0,,Boleto
1433,2023-11-09,Monitor,Periféricos,8.0,3161.1,Crédito
1434,2023-11-07,Notebook,Periféricos,9.0,834.78,Crédito
1435,2023-02-23,Cadeira Gamer,Periféricos,5.0,68.92,Pix
1436,2023-02-25,Teclado,Móveis de Escritório,7.0,4175.6,Pix
1437,2023-11-03,Cadeira Gamer,Acessórios,4.0,1974.47,Pix
1438,2023-09-16,Mouse,Periféricos,4.0,1396.26,Débito
1439,2023-12-06,Mouse,Periféricos,5.0,494.05,
1440,2023-08-15,,Móveis de Escritório,3.0,1578.73,Pix
1441,2023-06-15,Monitor,Móveis de Escritório,7.0,863.25,Dinheiro
1442,2023-04-02,Cadeira Gamer,Acessórios,9.0,525.87,Boleto
1443,2023-10-02,Cadeira Gamer,Móveis de Escritório,7.0,807.47,Débito
1444,2023-05-09,Fone de Ouvido,Móveis de Escritório,,2813.8,Pix
1445,2023-11-28,Notebook,Informática,7.0,522.01,Pix
1446,2023-01-29,Impressora,Acessórios,9.0,2433.32,Pix
1447,2023-10-05,Smartphone,Periféricos,5.0,4482.67,Débito
1448,2023-09-04,Cadeira Gamer,Periféricos,9.0,4963.93,Boleto
1449,2023-01-23,Cadeira Gamer,Acessórios,2.0,1734.43,Dinheiro
1450,2023-10-25,Cadeira Gamer,Móveis de Escritório,5.0,3006.79,Dinheiro
1451,2023-12-22,Cadeira Gamer,Acessórios,5.0,2953.35,Boleto
1452,2023-10-31,Mouse,Informática,9.0,2078.34,Débito
1453,,Mouse,Acessórios,3.0,3582.63,Crédito
1454,2023-06-14,Notebook,Informática,5.0,1802.83,Pix
1455,2023-07-09,Mouse,Móveis de Escritório,5.0,2660.95,Débito
1456,2023-01-27,Teclado,Acessórios,7.0,2450.83,Pix
1457,2023-01-28,Notebook,Móveis de Escritório,4.0,3022.87,Boleto
1458,2023-01-10,Teclado,Móveis de Escritório,8.0,4279.44,Dinheiro
1459,2023-07-21,Smartphone,Periféricos,6.0,441.84,Débito
1460,2023-11-27,Monitor,Acessórios,2.0,3408.4,Pix
1461,2023-06-03,Teclado,Informática,,1228.92,Dinheiro
1462,,Cadeira Gamer,Informática,7.0,4022.74,Débito
1463,2023-11-13,Monitor,Periféricos,7.0,2363.07,Débito
1464,2023-10-07,Fone de Ouvido,Informática,4.0,,Boleto
1465,2023-10-01,Cadeira Gamer,Periféricos,9.0,1780.77,Boleto
1466,2023-10-19,Mouse,Informática,1.0,1529.54,Crédito
1467,2023-06-05,Monitor,Periféricos,1.0,4355.53,Dinheiro
1468,2023-05-18,Impressora,Móveis de Escritório,4.0,,Débito
1469,2023-02-04,Smartphone,Periféricos,7.0,2228.91,Pix
1470,2023-03-10,Smartphone,Periféricos,5.0,4403.6,Pix
1471,2023-08-15,Monitor,Acessórios,9.0,357.83,Pix
1472,2023-03-08,Smartphone,Móveis de Escritório,2.0,3976.9,Débito
1473,2023-01-11,Fone de Ouvido,Informática,7.0,4792.52,Boleto
1474,2023-05-10,Teclado,,4.0,1682.8,Débito
1475,2023-10-09,Cadeira Gamer,Móveis de Escritório,7.0,802.92,Dinheiro
1476,2023-03-01,Fone de Ouvido,Informática,9.0,4052.75,Débito
1477,2023-12-13,Monitor,Acessórios,1.0,352.08,Débito
1478,2023-03-19,Mouse,Móveis de Escritório,3.0,1804.12,Crédito
1479,2023-09-02,Smartphone,Periféricos,1.0,4723.4,Crédito
1480,2023-05-08,Notebook,,8.0,1974.74,Boleto
1481,2023-08-30,Notebook,Acessórios,,4687.04,Débito
1482,2023-05-16,Cadeira Gamer,Acessórios,9.0,3075.47,Pix
1483,2023-01-24,Fone de Ouvido,,6.0,2367.65,Boleto
1484,2023-02-02,Fone de Ouvido,Acessórios,1.0,1403.82,Pix
1485,2023-01-30,Notebook,Informática,6.0,2198.95,Débito
1486,2023-07-06,Smartphone,Informática,,915.72,Boleto
1487,2023-12-08,Cadeira Gamer,,2.0,371.02,Pix
1488,2023-09-14,Impressora,Móveis de Escritório,5.0,2158.24,Pix
1489,,Smartphone,Móveis de Escritório,9.0,1633.01,Boleto
1490,,Teclado,Informática,3.0,668.11,Débito
1491,2023-11-04,Impressora,Periféricos,7.0,983.38,Débito
1492,2023-03-26,Fone de Ouvido,Informática,3.0,1853.13,Pix
1493,2023-07-12,Smartphone,,9.0,261.62,Pix
1494,,Monitor,Móveis de Escritório,6.0,2484.86,Dinheiro
1495,2023-09-01,,Informática,7.0,4444.1,Pix
1496,2023-01-06,Mouse,Acessórios,8.0,4288.49,Dinheiro
1497,2023-05-06,Smartphone,Acessórios,1.0,1012.03,Boleto
1498,2023-08-01,Cadeira Gamer,Acessórios,4.0,3452.64,Boleto
1499,2023-10-13,Cadeira Gamer,Informática,3.0,3825.06,Crédito
1500,,Fone de Ouvido,Informática,7.0,1176.32,Pix
1501,2023-01-02,Mouse,Informática,3.0,348.54,Crédito
1502,2023-11-17,Teclado,Acessórios,2.0,4386.72,Dinheiro
1503,2023-10-11,Teclado,Informática,4.0,4112.29,Boleto
1504,2023-10-27,Notebook,Móveis de Escritório,7.0,1714.01,Pix
1505,2023-11-16,Cadeira Gamer,Informática,7.0,3605.94,
1506,2023-02-22,Fone de Ouvido,Periféricos,1.0,745.33,Pix
1507,2023-03-14,Monitor,Móveis de Escritório,2.0,1043.0,Boleto
1508,2023-11-27,Mouse,Móveis de Escritório,5.0,4701.97,Pix
1509,2023-06-21,Cadeira Gamer,Informática,1.0,628.71,Pix
1510,2023-11-13,Mouse,Móveis de Escritório,6.0,2497.06,Pix
1511,2023-12-09,Notebook,Periféricos,2.0,649.64,Dinheiro
1512,2023-06-01,Monitor,Móveis de Escritório,6.0,4993.21,Dinheiro
1513,2023-08-31,Mouse,Móveis de Escritório,8.0,3187.13,Crédito
1514,2023-05-02,Notebook,Acessórios,6.0,4016.94,Boleto
1515,2023-08-24,Cadeira Gamer,Acessórios,9.0,1995.02,Débito
1516,2023-02-14,Mouse,Móveis de Escritório,6.0,2386.06,Boleto
1517,2023-04-09,,Acessórios,2.0,4891.68,Dinheiro
1518,2023-09-12,Cadeira Gamer,Informática,7.0,547.32,Boleto
1519,2023-05-28,Teclado,Informática,7.0,2112.43,Pix
1520,2023-06-23,Monitor,Móveis de Escritório,3.0,4760.99,Boleto
1521,2023-02-26,Cadeira Gamer,Periféricos,2.0,4010.48,Débito
1522,2023-03-24,Cadeira Gamer,,1.0,2005.8,Boleto
1523,2023-08-23,Mouse,Móveis de Escritório,1.0,1501.37,Dinheiro
1524,2023-03-11,Mouse,Informática,3.0,273.19,Crédito
1525,2023-02-10,Monitor,Acessórios,6.0,2948.94,Crédito
1526,2023-08-10,Monitor,Móveis de Escritório,1.0,3546.51,Boleto
1527,2023-01-26,,Informática,6.0,3155.74,Pix
1528,2023-12-16,Smartphone,Acessórios,1.0,4027.55,Dinheiro
1529,2023-10-01,Teclado,Acessórios,1.0,2690.5,Boleto
1530,2023-12-13,Mouse,Informática,1.0,3587.1,Dinheiro
1531,2023-01-10,Teclado,Acessórios,4.0,2077.18,Débito
1532,2023-03-12,Fone de Ouvido,Acessórios,8.0,252.42,Débito
1533,2023-06-07,Impressora,Informática,2.0,1994.77,Débito
1534,,Cadeira Gamer,Periféricos,5.0,3289.81,Débito
1535,2023-10-11,Teclado,Acessórios,7.0,2424.24,Pix
1536,2023-08-11,Impressora,Informática,5.0,3433.74,Débito
1537,2023-01-31,Notebook,Informática,9.0,792.37,Boleto
1538,2023-06-18,Smartphone,Informática,2.0,,Crédito
1539,2023-10-18,Notebook,Informática,8.0,743.96,Pix
1540,2023-04-09,Mouse,Periféricos,9.0,4258.1,Débito
1541,2023-03-25,Mouse,Móveis de Escritório,8.0,1834.48,Crédito
1542,2023-06-19,,Acessórios,9.0,367.93,Débito
1543,2023-03-23,Monitor,Acessórios,4.0,,Boleto
1544,2023-04-28,,Acessórios,,3439.42,Boleto
1545,2023-11-19,Teclado,Acessórios,9.0,1472.05,Pix
1546,2023-11-21,Cadeira Gamer,Periféricos,4.0,3222.37,Crédito
1547,2023-09-10,Teclado,Periféricos,5.0,2008.95,Débito
1548,2023-09-07,Teclado,Acessórios,3.0,3095.0,Pix
1549,2023-12-08,Notebook,Acessórios,7.0,739.09,Dinheiro
1550,2023-03-19,Cadeira Gamer,Móveis de Escritório,8.0,3616.35,Dinheiro
1551,2023-07-08,Notebook,Periféricos,2.0,199.09,Crédito
1552,2023-10-06,Teclado,Móveis de Escritório,4.0,,Boleto
1553,2023-09-18,Impressora,Informática,4.0,2274.28,Crédito
1554,2023-03-06,Mouse,Informática,4.0,,Dinheiro
1555,2023-08-10,Cadeira Gamer,Informática,7.0,2306.73,Dinheiro
1556,2023-01-29,Mouse,Periféricos,7.0,982.93,Pix
1557,2023-01-27,Teclado,Acessórios,3.0,3178.03,Crédito
1558,2023-09-27,Cadeira Gamer,Móveis de Escritório,2.0,2180.74,Pix
1559,2023-02-19,Monitor,,1.0,565.21,Crédito
1560,2023-12-23,Monitor,Informática,3.0,4132.6,Boleto
1561,2023-05-23,Mouse,,4.0,,Boleto
1562,2023-03-15,Cadeira Gamer,Móveis de Escritório,9.0,392.85,Pix
1563,2023-12-15,Notebook,Periféricos,6.0,1306.97,Dinheiro
1564,2023-05-27,Mouse,Informática,1.0,753.84,
1565,2023-01-13,Teclado,Informática,1.0,2035.17,Boleto
1566,2023-10-02,Smartphone,Informática,7.0,1150.63,
1567,2023-03-18,,Móveis de Escritório,4.0,2793.18,Boleto
1568,,Teclado,Móveis de Escritório,6.0,1960.55,Dinheiro
1569,2023-09-02,Impressora,,2.0,2498.61,Boleto
1570,2023-08-27,Notebook,Periféricos,2.0,2116.15,Boleto
1571,2023-01-20,Monitor,Informática,1.0,3723.37,Pix
1572,2023-11-16,Impressora,Periféricos,8.0,,Boleto
1573,2023-10-31,Smartphone,Periféricos,8.0,4192.05,Pix
1574,2023-06-04,Impressora,Informática,3.0,4827.37,Dinheiro
1575,2023-03-18,Monitor,Acessórios,1.0,1704.19,
1576,2023-04-16,Smartphone,,3.0,3990.74,Boleto
1577,2023-02-13,Smartphone,Informática,2.0,2903.97,Boleto
1578,2023-12-22,Fone de Ouvido,Acessórios,8.0,4347.33,Boleto
1579,2023-06-20,,Informática,8.0,3454.74,Boleto
1580,2023-05-08,Monitor,Móveis de Escritório,1.0,4350.72,Débito
1581,2023-08-31,Fone de Ouvido,Acessórios,8.0,2704.49,Pix
1582,2023-09-04,Monitor,Periféricos,8.0,4118.34,
1583,2023-05-23,Cadeira Gamer,Periféricos,3.0,1413.73,Débito
1584,2023-08-24,Impressora,Periféricos,6.0,3379.4,Crédito
1585,2023-12-03,Fone de Ouvido,Móveis de Escritório,8.0,3535.16,Dinheiro
1586,2023-12-10,Mouse,Periféricos,,715.29,Crédito
1587,2023-09-15,Teclado,Informática,4.0,,Débito
1588,2023-04-29,Smartphone,Móveis de Escritório,1.0,3638.05,Dinheiro
1589,2023-11-17,Teclado,Móveis de Escritório,,4390.55,Boleto
1590,2023-04-28,,Móveis de Escritório,7.0,2786.02,Crédito
1591,2023-05-15,Notebook,Móveis de Escritório,2.0,429.98,Débito
1592,2023-12-21,Impressora,Informática,7.0,3954.46,Débito
1593,2023-05-01,Cadeira Gamer,Informática,1.0,2260.36,Dinheiro
1594,2023-09-05,Smartphone,Acessórios,6.0,1456.08,Crédito
1595,2023-07-22,Cadeira Gamer,Informática,2.0,4909.23,Dinheiro
1596,2023-08-11,Cadeira Gamer,Informática,4.0,248.29,Boleto
1597,2023-04-30,Impressora,Informática,8.0,,Crédito
1598,2023-02-05,Impressora,Acessórios,6.0,3934.24,Pix
1599,2023-07-18,Monitor,Periféricos,9.0,3400.86,Boleto
1600,2023-03-04,Fone de Ouvido,Acessórios,1.0,529.75,Dinheiro
1601,2023-11-17,Mouse,Informática,9.0,805.99,Pix
1602,2023-03-20,Fone de Ouvido,Informática,1.0,2108.59,Débito
1603,2023-08-14,Smartphone,Informática,6.0,,Dinheiro
1604,2023-01-20,Smartphone,Periféricos,8.0,,Boleto
1605,2023-06-25,Teclado,Informática,1.0,1555.68,Débito
1606,2023-08-15,Impressora,Móveis de Escritório,1.0,1876.82,
1607,2023-06-28,Teclado,Acessórios,9.0,513.46,
1608,2023-02-08,Impressora,Informática,8.0,655.92,Pix
1609,2023-12-11,Cadeira Gamer,Móveis de Escritório,6.0,776.37,Débito
1610,2023-04-17,Teclado,Acessórios,4.0,3261.89,Pix
1611,2023-03-17,Mouse,Acessórios,7.0,2893.43,Pix
1612,2023-08-12,Impressora,Informática,4.0,695.99,Pix
1613,2023-11-03,Mouse,Periféricos,5.0,3249.55,Pix
1614,2023-07-13,Smartphone,Informática,1.0,2486.81,Dinheiro
